text,label
Bajaj Finserv EMI payment | Ref:36cf9299 | Amount: INR 1145.88,EMI
Swiggy order payment | Ref:65ad4f94 | Amount: INR 11484.77,Food
MakeMyTrip hotel booking | Ref:69360375 | Amount: INR 19569.92,Travel
Personal loan EMI deduction | Ref:d3893033 | Amount: INR 38367.14,EMI
Bajaj Finserv EMI payment | Ref:cdf17a73 | Amount: INR 40487.19,EMI
Ola cab fare | Ref:38dcd97e | Amount: INR 49062.25,Travel
SIP investment in mutual fund | Ref:2a4d3aff | Amount: INR 18463.15,Investment
Myntra clothing order | Ref:8d104f76 | Amount: INR 48029.91,Shopping
IKEA furniture shopping | Ref:440639cc | Amount: INR 38952.29,Shopping
Bajaj Finserv EMI payment | Ref:e387b473 | Amount: INR 11313.26,EMI
McDonald's meal payment | Ref:57d1c282 | Amount: INR 1521.23,Food
Bajaj Finserv EMI payment | Ref:0de05728 | Amount: INR 4211.14,EMI
Uber ride payment | Ref:7ca6723e | Amount: INR 30545.22,Travel
Reliance Digital purchase | Ref:da077773 | Amount: INR 9103.96,Shopping
HDFC home loan EMI | Ref:d5c77829 | Amount: INR 19947.52,EMI
Swiggy order payment | Ref:ff71505f | Amount: INR 28782.76,Food
MakeMyTrip hotel booking | Ref:3313cc31 | Amount: INR 9434.09,Travel
HDFC home loan EMI | Ref:56b81998 | Amount: INR 31953.63,EMI
Fixed deposit investment | Ref:ed775f4e | Amount: INR 159.0,Investment
Swiggy order payment | Ref:cec66b0a | Amount: INR 15029.99,Food
Flipkart electronics purchase | Ref:6ad920e7 | Amount: INR 32097.22,Shopping
Uber ride payment | Ref:6921626c | Amount: INR 46529.39,Travel
MakeMyTrip hotel booking | Ref:46d1d129 | Amount: INR 46819.86,Travel
McDonald's meal payment | Ref:f262c1d9 | Amount: INR 7006.99,Food
Groww ETF investment | Ref:6b7a0081 | Amount: INR 14373.58,Investment
Flipkart electronics purchase | Ref:b7d425e6 | Amount: INR 21206.85,Shopping
SBI car loan EMI | Ref:d66d8d4a | Amount: INR 36537.31,EMI
Uber ride payment | Ref:2cec0b99 | Amount: INR 41094.22,Travel
SIP investment in mutual fund | Ref:38feadb7 | Amount: INR 42059.32,Investment
Amazon online shopping | Ref:b1ddf6ae | Amount: INR 21715.06,Shopping
IRCTC train ticket booking | Ref:ad513b56 | Amount: INR 35699.17,Travel
Ola cab fare | Ref:548e24e5 | Amount: INR 29188.04,Travel
SIP investment in mutual fund | Ref:d574da56 | Amount: INR 38641.72,Investment
Groww ETF investment | Ref:d6092df6 | Amount: INR 26942.87,Investment
SBI car loan EMI | Ref:0c0f969a | Amount: INR 24043.5,EMI
SIP investment in mutual fund | Ref:6411bfc1 | Amount: INR 3373.99,Investment
Zomato dinner bill | Ref:20bfd57b | Amount: INR 28029.25,Food
Fixed deposit investment | Ref:04eff3cf | Amount: INR 32295.46,Investment
Amazon online shopping | Ref:dd6d9ebc | Amount: INR 22280.34,Shopping
Flipkart electronics purchase | Ref:cf3a6017 | Amount: INR 39213.71,Shopping
RedBus bus ticket | Ref:712ff1fb | Amount: INR 32897.85,Travel
Amazon online shopping | Ref:5a8a1124 | Amount: INR 37767.05,Shopping
Amazon online shopping | Ref:b64ec796 | Amount: INR 26121.78,Shopping
Personal loan EMI deduction | Ref:534ab79c | Amount: INR 21478.42,EMI
Zerodha stock purchase | Ref:1bd51550 | Amount: INR 25141.11,Investment
Myntra clothing order | Ref:c43ee106 | Amount: INR 41651.58,Shopping
HDFC home loan EMI | Ref:f7cce583 | Amount: INR 15969.91,EMI
Zerodha stock purchase | Ref:c4678833 | Amount: INR 11365.83,Investment
Flipkart electronics purchase | Ref:e53ef4f0 | Amount: INR 4592.22,Shopping
IKEA furniture shopping | Ref:0d78eb84 | Amount: INR 10260.76,Shopping
MakeMyTrip hotel booking | Ref:2513ec4c | Amount: INR 3207.69,Travel
Myntra clothing order | Ref:14674c51 | Amount: INR 8324.37,Shopping
Flipkart electronics purchase | Ref:a69bd9e9 | Amount: INR 37607.77,Shopping
Ola cab fare | Ref:35f02be5 | Amount: INR 20264.91,Travel
Flipkart electronics purchase | Ref:cf839e16 | Amount: INR 29712.56,Shopping
Reliance Digital purchase | Ref:c592a68a | Amount: INR 14823.26,Shopping
HDFC home loan EMI | Ref:7300af82 | Amount: INR 10868.84,EMI
Flipkart electronics purchase | Ref:ef9ff727 | Amount: INR 15265.41,Shopping
Myntra clothing order | Ref:88f43738 | Amount: INR 1284.05,Shopping
Dominos pizza order | Ref:34fdcc1a | Amount: INR 43423.2,Food
Amazon online shopping | Ref:86458ffe | Amount: INR 8317.11,Shopping
Zerodha stock purchase | Ref:a1adaf91 | Amount: INR 41246.59,Investment
IndiGo flight ticket | Ref:a9ac0099 | Amount: INR 35333.06,Travel
Flipkart electronics purchase | Ref:2d75539a | Amount: INR 7209.5,Shopping
Flipkart electronics purchase | Ref:55be73cf | Amount: INR 32534.33,Shopping
SIP investment in mutual fund | Ref:77d2b107 | Amount: INR 22886.22,Investment
Ola cab fare | Ref:eb968338 | Amount: INR 10087.0,Travel
Amazon online shopping | Ref:0b7c32e2 | Amount: INR 216.05,Shopping
Amazon online shopping | Ref:30483f18 | Amount: INR 43424.68,Shopping
Credit card EMI installment | Ref:47cb2323 | Amount: INR 41956.64,EMI
Restaurant dining at | Ref:1f002e19 | Amount: INR 25950.66,Food
RedBus bus ticket | Ref:c46fc7f1 | Amount: INR 38968.17,Travel
Myntra clothing order | Ref:6108de5d | Amount: INR 34346.23,Shopping
Personal loan EMI deduction | Ref:fb6c20ab | Amount: INR 733.04,EMI
Petrol pump fuel payment | Ref:791acfd2 | Amount: INR 15951.05,Travel
SIP investment in mutual fund | Ref:43947d9a | Amount: INR 33290.54,Investment
McDonald's meal payment | Ref:7ddcda89 | Amount: INR 7620.55,Food
SIP investment in mutual fund | Ref:6a653176 | Amount: INR 48110.21,Investment
Groww ETF investment | Ref:53a0eced | Amount: INR 29118.68,Investment
IKEA furniture shopping | Ref:bd6d76b1 | Amount: INR 11585.71,Shopping
McDonald's meal payment | Ref:a42ada82 | Amount: INR 5327.63,Food
IKEA furniture shopping | Ref:c1b46728 | Amount: INR 22854.34,Shopping
Zerodha stock purchase | Ref:899c71d5 | Amount: INR 47942.19,Investment
Zerodha stock purchase | Ref:cea44700 | Amount: INR 42370.91,Investment
Restaurant dining at | Ref:70c48d8a | Amount: INR 23649.31,Food
McDonald's meal payment | Ref:c612deb9 | Amount: INR 8083.2,Food
Reliance Digital purchase | Ref:86dc4720 | Amount: INR 7713.54,Shopping
Grocery purchase at Big Bazaar | Ref:5bc2e977 | Amount: INR 34421.67,Food
Fixed deposit investment | Ref:c50a9bb0 | Amount: INR 29789.17,Investment
Ola cab fare | Ref:d33d6751 | Amount: INR 34499.28,Travel
Fixed deposit investment | Ref:5752e1f0 | Amount: INR 38467.87,Investment
Swiggy order payment | Ref:7f5dbf1b | Amount: INR 18182.79,Food
Zerodha stock purchase | Ref:9bfaa942 | Amount: INR 21962.11,Investment
Credit card EMI installment | Ref:d963249d | Amount: INR 30635.42,EMI
Bajaj Finserv EMI payment | Ref:6b8cdcdb | Amount: INR 9054.13,EMI
Zerodha stock purchase | Ref:3cf92d37 | Amount: INR 41100.84,Investment
IKEA furniture shopping | Ref:13b4f7e5 | Amount: INR 31964.17,Shopping
Dominos pizza order | Ref:a29a98ab | Amount: INR 33300.5,Food
Amazon online shopping | Ref:2746a9cf | Amount: INR 43236.45,Shopping
Amazon online shopping | Ref:47f2c4c0 | Amount: INR 11887.09,Shopping
Personal loan EMI deduction | Ref:c1ab0fec | Amount: INR 44166.51,EMI
Petrol pump fuel payment | Ref:e1f32e96 | Amount: INR 621.66,Travel
IndiGo flight ticket | Ref:d9336675 | Amount: INR 16256.14,Travel
SBI car loan EMI | Ref:db01a805 | Amount: INR 25558.28,EMI
Bajaj Finserv EMI payment | Ref:f4131d6e | Amount: INR 14663.15,EMI
Reliance Digital purchase | Ref:f8359157 | Amount: INR 11467.97,Shopping
Groww ETF investment | Ref:1efbae71 | Amount: INR 12990.86,Investment
IndiGo flight ticket | Ref:d8bbdbd3 | Amount: INR 2508.25,Travel
Grocery purchase at Big Bazaar | Ref:38747bfe | Amount: INR 30493.72,Food
Zomato dinner bill | Ref:787e3e4a | Amount: INR 35344.1,Food
Fixed deposit investment | Ref:f7d2ea61 | Amount: INR 30794.01,Investment
SBI car loan EMI | Ref:e46c2a21 | Amount: INR 32529.9,EMI
IRCTC train ticket booking | Ref:6abafc07 | Amount: INR 33415.27,Travel
MakeMyTrip hotel booking | Ref:f77744f9 | Amount: INR 38858.94,Travel
RedBus bus ticket | Ref:814acc31 | Amount: INR 17016.06,Travel
Flipkart electronics purchase | Ref:8e7f19db | Amount: INR 27198.41,Shopping
Groww ETF investment | Ref:60e644ab | Amount: INR 43016.31,Investment
Myntra clothing order | Ref:07856fc4 | Amount: INR 23746.1,Shopping
HDFC home loan EMI | Ref:6722182f | Amount: INR 21083.71,EMI
Amazon online shopping | Ref:58a5df7f | Amount: INR 480.58,Shopping
Myntra clothing order | Ref:14ced783 | Amount: INR 9498.17,Shopping
MakeMyTrip hotel booking | Ref:e26ad6b8 | Amount: INR 13119.63,Travel
Reliance Digital purchase | Ref:414581ba | Amount: INR 36495.88,Shopping
Swiggy order payment | Ref:cd30c69d | Amount: INR 15602.6,Food
Bajaj Finserv EMI payment | Ref:c100cc68 | Amount: INR 27729.49,EMI
IndiGo flight ticket | Ref:7c9efa4d | Amount: INR 22477.77,Travel
Personal loan EMI deduction | Ref:eaf3c423 | Amount: INR 29831.38,EMI
Credit card EMI installment | Ref:0ed860e6 | Amount: INR 12230.98,EMI
Grocery purchase at Big Bazaar | Ref:7adb0b02 | Amount: INR 29742.83,Food
Reliance Digital purchase | Ref:80143bd0 | Amount: INR 48536.74,Shopping
PPF contribution | Ref:fd7ecb3e | Amount: INR 5056.68,Investment
Grocery purchase at Big Bazaar | Ref:d6d0be36 | Amount: INR 14389.67,Food
Fixed deposit investment | Ref:f03f8a88 | Amount: INR 33366.33,Investment
Bajaj Finserv EMI payment | Ref:a6c74057 | Amount: INR 47487.21,EMI
Petrol pump fuel payment | Ref:eae2ac6c | Amount: INR 27764.11,Travel
SIP investment in mutual fund | Ref:519bdf7f | Amount: INR 37279.33,Investment
Zomato dinner bill | Ref:9c414993 | Amount: INR 30522.51,Food
Cafe coffee purchase at | Ref:14ef2aee | Amount: INR 29274.76,Food
Grocery purchase at Big Bazaar | Ref:708d08ed | Amount: INR 21173.29,Food
SIP investment in mutual fund | Ref:ad52c604 | Amount: INR 38125.04,Investment
Cafe coffee purchase at | Ref:18054326 | Amount: INR 22533.27,Food
Credit card EMI installment | Ref:1069ccac | Amount: INR 40272.69,EMI
Amazon online shopping | Ref:03695413 | Amount: INR 45710.56,Shopping
IKEA furniture shopping | Ref:9be278e8 | Amount: INR 25814.89,Shopping
HDFC home loan EMI | Ref:147a07bc | Amount: INR 19954.64,EMI
McDonald's meal payment | Ref:faf2b50c | Amount: INR 18934.75,Food
Zerodha stock purchase | Ref:c451cbdc | Amount: INR 1487.22,Investment
McDonald's meal payment | Ref:051a2fd9 | Amount: INR 22649.03,Food
Fixed deposit investment | Ref:4a164696 | Amount: INR 24207.31,Investment
Cafe coffee purchase at | Ref:ea007a9c | Amount: INR 17133.86,Food
Zerodha stock purchase | Ref:acb3a5cd | Amount: INR 39319.55,Investment
Zerodha stock purchase | Ref:6a99fe8f | Amount: INR 42625.25,Investment
Dominos pizza order | Ref:673f6969 | Amount: INR 19157.0,Food
IKEA furniture shopping | Ref:1fb5d924 | Amount: INR 45928.75,Shopping
IndiGo flight ticket | Ref:8c5457fe | Amount: INR 32196.89,Travel
Restaurant dining at | Ref:dca671a7 | Amount: INR 9174.76,Food
Reliance Digital purchase | Ref:dcea985f | Amount: INR 28115.8,Shopping
PPF contribution | Ref:a0ee9411 | Amount: INR 16577.53,Investment
Uber ride payment | Ref:bb8966f2 | Amount: INR 47485.77,Travel
Dominos pizza order | Ref:acff6c32 | Amount: INR 14328.25,Food
Credit card EMI installment | Ref:0fcae302 | Amount: INR 31321.99,EMI
PPF contribution | Ref:64dc4807 | Amount: INR 8857.37,Investment
Uber ride payment | Ref:327e8383 | Amount: INR 4343.34,Travel
IndiGo flight ticket | Ref:11d0c52c | Amount: INR 1457.24,Travel
Groww ETF investment | Ref:aebeb3bf | Amount: INR 11763.54,Investment
Zerodha stock purchase | Ref:51cb3cfd | Amount: INR 39441.56,Investment
Bajaj Finserv EMI payment | Ref:ccb00c1f | Amount: INR 39520.27,EMI
Groww ETF investment | Ref:6d1d7511 | Amount: INR 6594.66,Investment
Grocery purchase at Big Bazaar | Ref:a903f5c9 | Amount: INR 5132.51,Food
SIP investment in mutual fund | Ref:83ba808f | Amount: INR 5665.81,Investment
Groww ETF investment | Ref:d9fbec70 | Amount: INR 34694.62,Investment
Ola cab fare | Ref:e5939d45 | Amount: INR 16559.22,Travel
Myntra clothing order | Ref:dd9c74e8 | Amount: INR 29741.69,Shopping
Reliance Digital purchase | Ref:2d32ca5a | Amount: INR 4199.55,Shopping
RedBus bus ticket | Ref:0a01f27b | Amount: INR 47749.59,Travel
Zerodha stock purchase | Ref:05f3183f | Amount: INR 12139.12,Investment
Zerodha stock purchase | Ref:e0948ea1 | Amount: INR 13070.82,Investment
Dominos pizza order | Ref:0cfdc08a | Amount: INR 37250.5,Food
Bajaj Finserv EMI payment | Ref:1044ed91 | Amount: INR 34254.5,EMI
Ola cab fare | Ref:ee61fdd2 | Amount: INR 6321.77,Travel
Groww ETF investment | Ref:62b6fb33 | Amount: INR 36166.85,Investment
SBI car loan EMI | Ref:3fa95f5e | Amount: INR 16962.1,EMI
Personal loan EMI deduction | Ref:fad4532d | Amount: INR 28642.49,EMI
MakeMyTrip hotel booking | Ref:e617db83 | Amount: INR 16554.95,Travel
Ola cab fare | Ref:9ae81f42 | Amount: INR 23127.77,Travel
SIP investment in mutual fund | Ref:cbe0c570 | Amount: INR 26321.26,Investment
SBI car loan EMI | Ref:ab4ed987 | Amount: INR 45511.8,EMI
Zomato dinner bill | Ref:699a0539 | Amount: INR 2346.78,Food
Petrol pump fuel payment | Ref:999175db | Amount: INR 12264.95,Travel
Ola cab fare | Ref:84b89a23 | Amount: INR 23781.76,Travel
Myntra clothing order | Ref:29984fd4 | Amount: INR 6737.37,Shopping
Reliance Digital purchase | Ref:ad84e8c2 | Amount: INR 41536.93,Shopping
Flipkart electronics purchase | Ref:91a7951d | Amount: INR 2754.7,Shopping
Credit card EMI installment | Ref:9cdc3002 | Amount: INR 23104.46,EMI
McDonald's meal payment | Ref:c70c7f04 | Amount: INR 42366.37,Food
McDonald's meal payment | Ref:daf134bc | Amount: INR 610.03,Food
Fixed deposit investment | Ref:83b18ec0 | Amount: INR 49806.26,Investment
Myntra clothing order | Ref:1b5ede01 | Amount: INR 2819.18,Shopping
Dominos pizza order | Ref:91ce3774 | Amount: INR 41512.03,Food
IndiGo flight ticket | Ref:efeef191 | Amount: INR 18081.52,Travel
Myntra clothing order | Ref:fbde2f6e | Amount: INR 40259.65,Shopping
IndiGo flight ticket | Ref:00c742dd | Amount: INR 15753.68,Travel
IKEA furniture shopping | Ref:afd73038 | Amount: INR 31548.93,Shopping
SBI car loan EMI | Ref:a326ed77 | Amount: INR 5126.29,EMI
IRCTC train ticket booking | Ref:6beb20d0 | Amount: INR 16608.53,Travel
PPF contribution | Ref:2c9a0c3a | Amount: INR 17969.66,Investment
Fixed deposit investment | Ref:99704d28 | Amount: INR 41911.62,Investment
Personal loan EMI deduction | Ref:be7e000e | Amount: INR 25193.82,EMI
PPF contribution | Ref:0ab528da | Amount: INR 16964.11,Investment
Personal loan EMI deduction | Ref:b289f8c3 | Amount: INR 46717.96,EMI
HDFC home loan EMI | Ref:cf87eac3 | Amount: INR 47906.65,EMI
HDFC home loan EMI | Ref:db660989 | Amount: INR 11326.5,EMI
Personal loan EMI deduction | Ref:98d18057 | Amount: INR 18387.28,EMI
RedBus bus ticket | Ref:1899410b | Amount: INR 39122.42,Travel
Fixed deposit investment | Ref:151564c6 | Amount: INR 47811.44,Investment
Cafe coffee purchase at | Ref:80db685b | Amount: INR 39193.3,Food
Zomato dinner bill | Ref:8e4d55ef | Amount: INR 9278.09,Food
Myntra clothing order | Ref:f5d539f3 | Amount: INR 40487.04,Shopping
McDonald's meal payment | Ref:8b30163e | Amount: INR 1465.45,Food
IndiGo flight ticket | Ref:1a28dcf3 | Amount: INR 28193.28,Travel
MakeMyTrip hotel booking | Ref:d8431f5c | Amount: INR 44775.23,Travel
Grocery purchase at Big Bazaar | Ref:7c0eefd1 | Amount: INR 42746.29,Food
Dominos pizza order | Ref:ed2b2f4d | Amount: INR 27890.29,Food
Flipkart electronics purchase | Ref:58d274c4 | Amount: INR 36031.73,Shopping
Dominos pizza order | Ref:52ecb9da | Amount: INR 49769.57,Food
Zomato dinner bill | Ref:b5a00856 | Amount: INR 29839.07,Food
Ola cab fare | Ref:209153d1 | Amount: INR 14545.33,Travel
Dominos pizza order | Ref:29234cf9 | Amount: INR 18168.23,Food
Amazon online shopping | Ref:7c8029fa | Amount: INR 22697.89,Shopping
Grocery purchase at Big Bazaar | Ref:5b4417c7 | Amount: INR 4145.07,Food
Amazon online shopping | Ref:6034b09b | Amount: INR 32610.06,Shopping
Personal loan EMI deduction | Ref:f544355e | Amount: INR 28690.61,EMI
McDonald's meal payment | Ref:e2dc5008 | Amount: INR 13992.29,Food
McDonald's meal payment | Ref:291e97f5 | Amount: INR 2652.34,Food
Bajaj Finserv EMI payment | Ref:01657cbe | Amount: INR 37686.08,EMI
Zerodha stock purchase | Ref:ba1abc2c | Amount: INR 39713.0,Investment
PPF contribution | Ref:9b26305c | Amount: INR 27121.74,Investment
MakeMyTrip hotel booking | Ref:e989b0d1 | Amount: INR 3571.3,Travel
Reliance Digital purchase | Ref:a917a4b1 | Amount: INR 46949.22,Shopping
Reliance Digital purchase | Ref:cf0d0ab1 | Amount: INR 898.58,Shopping
IKEA furniture shopping | Ref:8feecc5b | Amount: INR 12320.07,Shopping
Amazon online shopping | Ref:dc6b1298 | Amount: INR 13321.47,Shopping
IKEA furniture shopping | Ref:135ac02d | Amount: INR 15474.76,Shopping
Fixed deposit investment | Ref:e94980fd | Amount: INR 18760.53,Investment
Petrol pump fuel payment | Ref:08cba360 | Amount: INR 33895.43,Travel
Credit card EMI installment | Ref:f5238934 | Amount: INR 11441.32,EMI
IndiGo flight ticket | Ref:2df8faf2 | Amount: INR 37700.14,Travel
HDFC home loan EMI | Ref:f9c903a6 | Amount: INR 16406.68,EMI
Bajaj Finserv EMI payment | Ref:79a62520 | Amount: INR 7439.81,EMI
IRCTC train ticket booking | Ref:8f36d12f | Amount: INR 36833.08,Travel
Reliance Digital purchase | Ref:246f9c6c | Amount: INR 13532.11,Shopping
Dominos pizza order | Ref:b7df1087 | Amount: INR 9343.1,Food
HDFC home loan EMI | Ref:d848c1e0 | Amount: INR 39733.07,EMI
Swiggy order payment | Ref:0e1a5dac | Amount: INR 31624.31,Food
Restaurant dining at | Ref:3467eca9 | Amount: INR 18204.65,Food
PPF contribution | Ref:f888cd84 | Amount: INR 36898.58,Investment
PPF contribution | Ref:21f70878 | Amount: INR 48750.0,Investment
Amazon online shopping | Ref:9ab1b416 | Amount: INR 40626.19,Shopping
Petrol pump fuel payment | Ref:c5817e9b | Amount: INR 31408.09,Travel
IRCTC train ticket booking | Ref:782ce0b5 | Amount: INR 9324.24,Travel
IKEA furniture shopping | Ref:1e44de2f | Amount: INR 1607.3,Shopping
Grocery purchase at Big Bazaar | Ref:21dbabae | Amount: INR 4546.74,Food
Fixed deposit investment | Ref:05257ad2 | Amount: INR 23076.72,Investment
Zomato dinner bill | Ref:8d0ae60a | Amount: INR 33000.34,Food
Ola cab fare | Ref:b04c8daa | Amount: INR 32705.48,Travel
Amazon online shopping | Ref:ca35dc84 | Amount: INR 35975.66,Shopping
HDFC home loan EMI | Ref:314c2f02 | Amount: INR 31746.49,EMI
Grocery purchase at Big Bazaar | Ref:ba0a29f0 | Amount: INR 11297.27,Food
RedBus bus ticket | Ref:93bc35ef | Amount: INR 40279.34,Travel
Credit card EMI installment | Ref:b014c79b | Amount: INR 34293.68,EMI
Dominos pizza order | Ref:912eed0a | Amount: INR 6830.91,Food
HDFC home loan EMI | Ref:a1c366e6 | Amount: INR 38582.94,EMI
Reliance Digital purchase | Ref:5b774988 | Amount: INR 16461.16,Shopping
Ola cab fare | Ref:1a964128 | Amount: INR 1513.46,Travel
Flipkart electronics purchase | Ref:c5daeecb | Amount: INR 27020.28,Shopping
IKEA furniture shopping | Ref:d6087203 | Amount: INR 21307.97,Shopping
Groww ETF investment | Ref:be90047e | Amount: INR 45238.57,Investment
Dominos pizza order | Ref:99ddc56d | Amount: INR 39756.59,Food
IndiGo flight ticket | Ref:09d23dbc | Amount: INR 18626.52,Travel
PPF contribution | Ref:781eaa42 | Amount: INR 18687.42,Investment
IKEA furniture shopping | Ref:354d53ce | Amount: INR 47500.85,Shopping
SIP investment in mutual fund | Ref:3642a9ef | Amount: INR 15273.93,Investment
IRCTC train ticket booking | Ref:d23dca06 | Amount: INR 542.67,Travel
HDFC home loan EMI | Ref:fee948d0 | Amount: INR 28339.54,EMI
Reliance Digital purchase | Ref:362750c5 | Amount: INR 14273.9,Shopping
Reliance Digital purchase | Ref:5ddd1db3 | Amount: INR 8480.21,Shopping
RedBus bus ticket | Ref:045ce590 | Amount: INR 20619.86,Travel
Uber ride payment | Ref:51ba0810 | Amount: INR 877.3,Travel
IRCTC train ticket booking | Ref:7bf6734d | Amount: INR 48487.93,Travel
Fixed deposit investment | Ref:9c792848 | Amount: INR 23682.95,Investment
SIP investment in mutual fund | Ref:62ce1c22 | Amount: INR 25233.28,Investment
Bajaj Finserv EMI payment | Ref:1c6db400 | Amount: INR 49894.36,EMI
SIP investment in mutual fund | Ref:8662cdfc | Amount: INR 1906.2,Investment
Flipkart electronics purchase | Ref:5271f74d | Amount: INR 18416.0,Shopping
Dominos pizza order | Ref:b084e696 | Amount: INR 4276.11,Food
Restaurant dining at | Ref:1704d538 | Amount: INR 40152.39,Food
McDonald's meal payment | Ref:8f282a85 | Amount: INR 23559.83,Food
Petrol pump fuel payment | Ref:75416d6c | Amount: INR 17985.3,Travel
RedBus bus ticket | Ref:4e7c8663 | Amount: INR 25345.77,Travel
Reliance Digital purchase | Ref:ec9e1806 | Amount: INR 23326.9,Shopping
SIP investment in mutual fund | Ref:aab921c6 | Amount: INR 23865.05,Investment
Restaurant dining at | Ref:36bbce1b | Amount: INR 11208.91,Food
RedBus bus ticket | Ref:aee367c5 | Amount: INR 3466.77,Travel
Zomato dinner bill | Ref:08e0d2dd | Amount: INR 40280.89,Food
Cafe coffee purchase at | Ref:2d113a1d | Amount: INR 986.14,Food
Personal loan EMI deduction | Ref:cb931a5c | Amount: INR 21880.46,EMI
IKEA furniture shopping | Ref:ef6f9f0c | Amount: INR 49221.16,Shopping
Credit card EMI installment | Ref:dcbf86f4 | Amount: INR 15485.58,EMI
IRCTC train ticket booking | Ref:e30bf026 | Amount: INR 32314.76,Travel
Reliance Digital purchase | Ref:6a9bcfe4 | Amount: INR 18636.89,Shopping
Myntra clothing order | Ref:b5e70001 | Amount: INR 16337.67,Shopping
Fixed deposit investment | Ref:16afb061 | Amount: INR 43415.21,Investment
Groww ETF investment | Ref:33a03034 | Amount: INR 6453.52,Investment
Restaurant dining at | Ref:cbccf4d3 | Amount: INR 6490.98,Food
Flipkart electronics purchase | Ref:75564b33 | Amount: INR 41678.06,Shopping
Ola cab fare | Ref:e818663e | Amount: INR 37545.11,Travel
SIP investment in mutual fund | Ref:808fe68d | Amount: INR 11681.84,Investment
McDonald's meal payment | Ref:a83f9a82 | Amount: INR 48585.4,Food
Restaurant dining at | Ref:790c4c06 | Amount: INR 29244.68,Food
Fixed deposit investment | Ref:15a5abf9 | Amount: INR 39066.59,Investment
SBI car loan EMI | Ref:e70e589b | Amount: INR 41535.93,EMI
Cafe coffee purchase at | Ref:4dc58ee4 | Amount: INR 16374.83,Food
IKEA furniture shopping | Ref:1d8e7f7c | Amount: INR 42093.56,Shopping
RedBus bus ticket | Ref:9188e11d | Amount: INR 41580.06,Travel
Cafe coffee purchase at | Ref:138b7d17 | Amount: INR 40824.4,Food
IndiGo flight ticket | Ref:823d18b9 | Amount: INR 8003.16,Travel
Flipkart electronics purchase | Ref:50cf52b6 | Amount: INR 35503.65,Shopping
Grocery purchase at Big Bazaar | Ref:24c17cc6 | Amount: INR 6948.2,Food
IKEA furniture shopping | Ref:c2b8fbb1 | Amount: INR 20170.51,Shopping
Myntra clothing order | Ref:c3d3a101 | Amount: INR 41036.45,Shopping
SIP investment in mutual fund | Ref:3f933d98 | Amount: INR 40492.62,Investment
Myntra clothing order | Ref:85e1f8c3 | Amount: INR 41639.91,Shopping
HDFC home loan EMI | Ref:4beb867f | Amount: INR 31211.02,EMI
Groww ETF investment | Ref:92945daf | Amount: INR 26569.47,Investment
Myntra clothing order | Ref:0559757e | Amount: INR 36936.82,Shopping
Personal loan EMI deduction | Ref:7b667506 | Amount: INR 8782.68,EMI
Petrol pump fuel payment | Ref:4ee8d358 | Amount: INR 4860.11,Travel
Bajaj Finserv EMI payment | Ref:a2397f91 | Amount: INR 25359.15,EMI
SBI car loan EMI | Ref:95f586be | Amount: INR 20420.7,EMI
Dominos pizza order | Ref:280eef7b | Amount: INR 10179.48,Food
Groww ETF investment | Ref:0cf40a89 | Amount: INR 25009.76,Investment
Swiggy order payment | Ref:b1f8c519 | Amount: INR 28572.06,Food
Amazon online shopping | Ref:2eff3cb4 | Amount: INR 36192.0,Shopping
Personal loan EMI deduction | Ref:b73fbc87 | Amount: INR 18146.54,EMI
Restaurant dining at | Ref:2381282c | Amount: INR 35910.31,Food
Amazon online shopping | Ref:99b5466b | Amount: INR 2707.0,Shopping
Amazon online shopping | Ref:c1b803d4 | Amount: INR 20948.53,Shopping
Cafe coffee purchase at | Ref:c2f52b05 | Amount: INR 7131.08,Food
MakeMyTrip hotel booking | Ref:44ca651e | Amount: INR 4285.54,Travel
SIP investment in mutual fund | Ref:2daa5e92 | Amount: INR 24548.74,Investment
Uber ride payment | Ref:24f70a36 | Amount: INR 45485.91,Travel
Bajaj Finserv EMI payment | Ref:a2e92c73 | Amount: INR 41881.92,EMI
Uber ride payment | Ref:8493b52e | Amount: INR 23129.06,Travel
Petrol pump fuel payment | Ref:416975e5 | Amount: INR 20112.58,Travel
Dominos pizza order | Ref:9e2127da | Amount: INR 16671.26,Food
Cafe coffee purchase at | Ref:fd7e4ad7 | Amount: INR 31284.88,Food
Grocery purchase at Big Bazaar | Ref:82ab58a2 | Amount: INR 11248.42,Food
Grocery purchase at Big Bazaar | Ref:f3d4002f | Amount: INR 48582.64,Food
SIP investment in mutual fund | Ref:928f7e8e | Amount: INR 17993.88,Investment
Fixed deposit investment | Ref:f3a61cda | Amount: INR 36309.27,Investment
Flipkart electronics purchase | Ref:caef1bf2 | Amount: INR 1568.32,Shopping
Credit card EMI installment | Ref:ff3f426f | Amount: INR 35294.18,EMI
Fixed deposit investment | Ref:2abf2e7e | Amount: INR 2547.63,Investment
Amazon online shopping | Ref:149cd43b | Amount: INR 13899.88,Shopping
Personal loan EMI deduction | Ref:efebd93a | Amount: INR 40823.44,EMI
Uber ride payment | Ref:e6f8e82a | Amount: INR 33069.83,Travel
Ola cab fare | Ref:bb268c16 | Amount: INR 8827.67,Travel
Groww ETF investment | Ref:f784f43e | Amount: INR 37724.14,Investment
Restaurant dining at | Ref:956506b4 | Amount: INR 8192.32,Food
Groww ETF investment | Ref:60cef383 | Amount: INR 38695.17,Investment
