SMS text,Suggested label,Matched keywords,Reason
"one of the best on the net ! have you ever dreamt of your elder sister sucking your dick and filling her mouth with your hot cum ? . . . global incest - incest pics , incest samples in videos , free incest stories as mums dads having sex with their sons daughters click here for free tour remove your email",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"personal win hang bank ltd 253 - 259 castle peak road , cheung sha wan , kowloon , hong kong . reply destinyl 21212121 @ netscape . net i am mr . srichai pope , credit officer of win hang bank ltd . i have an urgent and very confidential business proposition for you . on august 6 , 1999 , a british consultant / contractor with the chinese solid minerals corporation , mr . philip brian a british citizen made a numbered time ( fixed ) deposit for twelve calendar months , valued at us $ 38 , 000 , 000 . 00 ( thirty - eight million dollars only ) in my branch . upon maturity , i sent aroutine notification to his forwarding address but got no reply . after a month , we sent a reminder and finally we discovered from his contract employers , the hong kong solid minerals corporation that mr . philip brian died from a boat mishap . on further investigation , i found out that he died without making a will , and all attempts totrace his next of kin was fruitless . i therefore made further investigation and discovered that mr . philip brian did not declare any kin or relations in all his official documents , including his bank deposit paperwork in my bank . this sum of us $ 38 , 000 , 000 . 00 is still sitting in my bank and the interest is being rolled over with the principal sum at the end of each year . no one will ever come forward to claim it . according to laws of hong kong , at the expiration of 5 ( five ) years , the money will revert to the ownership of the hong kong government if nobody applies to claim the fund . consequently , my proposal is that i will like you as a foreigner to stand in as the next of kin to mr . philip brian so that the fruits of this old man ' s labor will not get into the hands of some corrupt government officials . this is simple , i will like you to provide immediately your full names and address so that the attorney will prepare the necessary documents and affidavits that will put you in place as the next of kin . the money will be paid into your account for us to share in the ratio of 65 % for me and 30 % for you and 5 % for expenses incurred in the course of the transaction . there is no risk at all as all the paperwork for this transaction will be done by the attorney and with my position as the credit officer guarantees the successful execution of this transaction . if you are interested , please reply immediately to my e - mail box . destinyl 21212121 @ netscape . net upon your response , i shall then provide you with more details and relevant documents that will help you understand the transaction . please send me your confidential telephone and fax numbers for easy communication . you should observe utmost confidentiality , and rest assured that this transaction would be most profitable for both of us because i shall require your assistance to invest my share in your country . awaiting your urgent reply . sincerely mr . srichai pope .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"d - link airplus g 802 . 11 g wireless router $ 87 . 00 $ 87 . 00 high speed ( 802 . 11 g ) , 4 port wireless router 54 mbps ( 802 . 11 g ) , 4 port wireless routerdi - 524 airplus g 802 . 11 g wireless router visit : http : / / www . computron - me . com for deals ! d - link airplus g 802 . 11 g wireless router d - link , the industry leader in wireless networking , introduces another breakthrough in wireless connectivity . the d - link airplus g di - 524 wireless router which is capable of transferring data at rates of up to 54 mbps in the 2 . 4 ghz frequency - the same wireless frequency as 802 . 11 b . the d - link di - 524 wireless router also offers four ethernet ports to support multiple computers . the advanced wireless technology built into the di - 524 wireless router offers data transfer speeds up to 54 mbps through its wireless channels allowing streaming videos and other high bandwidth applications , such as online gaming events , to operate without the hassle of ethernet cables . the ability to use high bandwidth applications also makes streaming real - time programs more enjoyable and more efficient . with the di - 524 wireless router ' s built - in advanced firewall , threats of hackers penetrating your network are minimized . general features : - 4 - port wireless router - 54 mbps maximum data transfer rate - web based device management - dhcp server and client device management - 64 / 128 - bit wep encryption - up to 328 - feet range your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . only limited quantities available on selected specials ! ! ! ! for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 3 , just follow this link : click the link , or copy and paste the address into your browser . please give it atleast 48 hours for unsubscription to be effective .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"digital cameras , pda ' s and mp 3 player ' s , 2 . 2 gb drive @ $ 78 . 00 2 . 2 gb cf + type ii drive $ 78 . 00 great for digital cameras , pda ' s or mp 3 player ' s ! ! provide 2 . 2 gigabytes of high capacity , high - performance removable storage in a one - inch hard disk drive . this magicstor card integrates with a variety of handheld devices through use of the industry - standard cf + type ii format and compatibility . plus , its so small you can take it almost anywhere ! ! ! ! visit : http : / / www . computron - me . com for deals ! your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 4 , just follow this link : click the link , or copy and paste the address into your browser . please give it atleast 48 hours for unsubscription to be effective .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
via - ggra is lousy mizar anti curb hemisphere % q news ; blogs ; white papers ; downloads ; reviews ; prices . go . alerts | ; newsletters | ; rss feeds . click here . enterprise news . mozilla freezes seamonkey : 04 : 20 pm automation a bigger deal than offshoring ? 03 : 33 pm . time to kill it for the,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"tape drives ( internal charset = us - ascii "" > t o d a y ' s s p e c i a l visit : http : / www . computron - me . com for deals ! storage products travan / ide internal external media 10 / 20 gb tape drive ( ide ) $ 112 . 50 n / a $ 26 . 40 20 / 40 gb tape drive ( ide ) $ 362 . 50 n / a $ 53 . 00 dat / dds internal external media 4 / 8 gb tape drive ( scsi ) $ 99 . 00 $ 175 . 00 $ 3 . 50 12 / 24 gb tape drive ( scsi ) $ 325 . 00 $ 424 . 00 $ 5 . 00 20 / 40 gb tape drive ( scsi ) $ 348 . 00 $ 455 . 00 $ 10 . 00 dlt internal external media 20 / 40 gb tape drive ( scsi ) $ 487 . 00 $ 593 . 00 $ 27 . 80 35 / 70 gb tape drive ( scsi ) $ 912 . 00 $ 1090 . 00 $ 27 . 80 40 / 80 gb tape drive ( scsi ) $ 455 . 00 $ 593 . 00 $ 27 . 80 ait internal external media 35 / 70 gb tape drive $ 350 . 00 $ 482 . 00 $ 54 . 40 50 / 100 gb tape drive $ 875 . 00 $ 1050 . 00 $ 70 . 00 ultrium internal external media 100 / 200 gb tape drive $ 1775 . 00 $ 1894 . 00 $ 34 . 35 200 / 400 gb tape drive $ 2955 . 00 $ 3185 . 00 $ 84 . 40 sdlt internal external media 110 / 220 gb tape drive $ 1274 . 00 $ 1438 . 00 $ 62 . 95 160 / 320 gb tape drive sold $ 2937 . 00 $ 62 . 95 your one stop distributorjebel ali duty free zonewww . computron - me . com for latest clearance sale listing contact our sales department . only limited quantities available on selected specials ! ! ! ! for further details please send your enquiries to : sales @ computron - me . comor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective ownershp only for sale in the middle east products may not be exactly as shown above - - to unsubscribe from : computron 4 , just follow this link : click the link , or copy and paste the address into your browser . please give it atleast 48 hours for unsubscription to be effective .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"re : you still look the same ! great gift idea ! click here for a free bottle ! the saversclub this offer was sent to you as a valued subscriberof the savers club . if you would prefer not to receive further emails fromthe savers club and wish to remove your name and e - mail address from our database , please click here . or write us at : md , 38900 fm 1774 , magnolia , tx 77355",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"toshiba dlp projectors special dlp projectors $ 967 . 00 $ 1854 . 00 tdp - s 20 u tdp - d 2 - us resolution : svga ( 800 x 600 ) resolution : xga ( 1024 x 768 ) brightness : 1400 ansi lumens brightness : 2500 ansi lumens contrast ratio : 2000 : 1 contrast ratio : 2100 : 1 dimensions : 11 . 2 "" x 10 "" x 3 . 8 "" ( w x h x d ) dimensions : 9 . 8 "" x 7 . 9 "" x 3 . 5 "" ( w x h x d ) projection distance : 3 . 8 feet - 33 feet projection distance : 4 . 9 feet - 19 . 7 feet unit weight : 6 . 6 lbs unit weight : 5 . 3 lbs * * minimum quantities apply visit : http : / www . computron - me . com for deals ! your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 8 , just follow this link : click the link , or copy and paste the address into your browser .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"new profile ( otcbb : cinm ) the stock to watch cinm highlights about cinm cinm was down 50 % on friday on no negative news whatsoever . after the stock market closed cinm issued a news release estimating growth targets for 2004 - 2006 . watch for dead cat bounce in the days ahead for no other reason than new news and a rebound from a precipitous drop in stock price . important disclaimer and information : verify all claims and do your own due diligence . daily double stock reporter ( ddsr ) profiles are not a solicitation or recommendation to buy , sell or hold securities . ddsr is not offering securities for sale . all statements and expressions are the sole opinion of ddsr and are subject to change without notice . the companies that are discussed in this opinion have not approved the statements made in this opinion . this release may contain statements that constitute forward - looking statements within the meaning of section 27 a of the securities act of 1933 , as amended , and section 21 e the securities exchange act of 1934 , as amended . the words may would , will , expect , estimate , anticipate , believe , intend , and similar expressions and variations thereof are intended to identify forward - looking statements . investors are cautioned that any such forward - looking statements are not guarantees of future performance and involve risks and uncertainties , many of which are beyond the company ' s ability to control , and that actual results may differ materially from those projected in the forward - looking statements as a result of various factors . this profile is not without bias , and is a paid advertisement . ddsr is not liable for any investment decisions by its readers or subscribers . ddsr is not a registered broker dealer or investment advisor . it is strongly recommended that any purchase or sale decision be discussed with a financial adviser , or a broker - dealer , or a member of any financial regulatory bodies . the information contained in ddsr profiles is provided as an information only service . the accuracy or completeness of the information is not guaranteed and is only as reliable as the sources from which it was obtained . investing in micro cap stocks is extremely risky and , investors are cautioned that they may lose all or a portion of their investment if they make a purchase in cinm . ddsr has been compensated 1 , 000 , 000 free trading shares of cinm by wolverine inv . , a non - affiliated third party . the reader should verify all claims and do their own due diligence before investing in any securities mentioned . investing in securities is speculative and carries a high degree of risk . we encourage our readers to invest carefully and read the investor information available at the web sites of the securities and exchange commission ( sec ) at http : / / www . sec . gov and / or the national association of securities dealers ( nasd ) at http : / / www . nasd . com . we also strongly recommend that you read the sec advisory to investors concerning internet stock fraud , which can be found at http : / / www . sec . gov / consumer / cyberfr . htm . readers can review all public filings by companies at the sec ' s edgar page . the nasd has published information on how to invest carefully at its web site . ddsr intends to sell all or a portion of the cinm stock at or about the time of publication of this report . subsequently ddsr may buy or sell shares of cinm stock in the open market . since ddsr has been compensated there is an inherent conflict of interest . this message was sent to address paliourg @ iit . demokritos . gr to stop receiving emails from this recurring list , send a blank email to unsub - ubmmabmwfzqafd @ upper - web - side . comorsend a mail with your email address to now technologies , 2234 north federal highway suite 481 , boca raton , florida 33431",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"corrigendum mirth mythology emery lockstep caleb baboon alkane perceive lifeguard contractual cyrillic library wrigley calendar alkaline vortices alibi michele hi michel , are you up for the challenge ? cialis or viagra who will be the winner ? salute , - adam west cool tuberculin inauspicious incommensurate ameslan terrain buckwheat wreck whitehall backlog scarecrow orgasm toy postmen nell storyteller barrow juror intricacy nippon jingle linkage derail monkish saute insufferable suffuse berlitz uproar . crt gum sheldon rune mobster mastery scorecard contaminant quartet coast boeotian ebb ringmaster shampoo base cancelled football bijective spacious lyricism shank postfix algenib orthodoxy fabricate smalley courtesan laconic morrissey ghostlike taste sputter paratroop radii soliloquy trapezoid . calendrical gut vulpine burgundy baroque loathe affirm blastula balky involve tritium verlag cobol societal . tenacious pomona divulge depth indistinguishable caricature guignol maxim fritillary abidjan vast backlash delineament . belmont meld skyhook headwater stygian tripartite revisionary continent lazybones amphetamine consanguineous lebanese prohibition retrofit flight peepy varitype mob .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"fw : insider secrets in real estate investing latoya welcome to the best kept secret in the financial markets ! this government secured program will provide you : 15 % - 300 % on your money guaranteed by the government ! the highest guaranteed interest returns compared to any other investment . a return up to 100 times your money backed by government secured property . security in your investment that the stock market cannot compare to . real estate for pennies on the dollar ! ability to control your financial future . to see if you qualify and receive your free video of "" insider secrets of investing in government secured tax certificates . "" click here .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"claim your winning prize bingoline lotteria spa bingolinelotteria @ zwallet . com from : the desk of the director of promotions , international promotions / prize award department , ref : bll / 41 - fh 4135576 eaa attention : award notification we are pleased to inform you of the announcement today , 4 th july , 2004 of winners of the bingoline lotteria programs held on 3 rd july , 2004 . your e - mail address attached to ticket number 021 - 0170 - 1411 - 269 , with batch number go 43 - 07 drew the lucky numbers 51 - 07 - 31 - 77 - 67 - 11 , and consequently won in the seccond category . you have therefore been approved for a lump sum pay out of us $ 500 , 000 . 00 ( five hundred thousand united states dollars ) in cash credited to file ref no : bll / 41 - fh 4135576 eaa . this is from total prize money of us $ 7 , 500 , 000 . 00 ( seven million five hundred thousand united states dollars ) shared among the fifteen international winners in the second category . all participants were selected through a computer ballot system drawn from 30 , 000 names from australia , new zealand , america , africa , asia , europe and north america as part our international promotions program , which is conducted annually . you are advised to reply copying this mail for security reasons . congratulations ! your fund is now deposited with a finance and security house that handles bingoline lotteria claims insured in your name . due to the mix up of some numbers and names , we ask that you keep this award strictly from public notice until your claim has been processed and your money remitted to your account . this is part of our security protocol to avoid double claiming or unscrupulous acts by participants of this program . we hope with a part of you prize , you will participate in our end of year high stakes us $ 1 . 3 billion bingoline lotteria . to begin your claim , please contact your claims officer immediately : mrs . rachael adams , fax : + 39 02 9544 1447 bingolineprocessing @ zwallet . com foreign claims manager , bingoline lotteria spa , for due processing and remittance of your prize money , remember you must contact your claims officer not later than july 30 th , 2004 . after this date , all funds will be returned as unclaimed . note : in order to avoid unnecessary delays and complications , please remember to quote your reference number in every one of your correspondences with your officer . furthermore , should there be any change of your address , do inform your claims officer as soon as possible . congratulations again from all our staff and thank you for being part of our promotions program . you will be automatically disqualified if you are below 18 years of age . sincerely , prof . salvatore sacchi the director promotions , bingoline lotteria spa",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"your 60 second auto loan will be accepted please click the below if you do not want to hear about any more of our great offers : http : / / eunsub . com / ? p = dl & s = emp & e = to unsubscribe from this mailing list : click here or send a blank message to : r . esalesl . 0 - 2 cc 6 deo - 1683 . iit . demokritos . gr . - paliourg @ 02 . bluerocketonline . com this offer sent to you from : optinrealbig . com llc 1333 w 120 th ave suite 101 westminster , co 80234",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"notebookplus - carrying cases notebook carrying cases standard features premium features $ 8 . 90 ref : 421430 fits 15 "" notebooks . durable canvas soft - side casing . front compartment for accessories . mid compartment for documents and laptop computer . protects notebooks up to 14 . 5 "" x 11 . 5 "" . rear compartment for extra documents . $ 12 . 55 ref : 433129 fits 16 "" + 15 . 4 "" notebooks . multiple compartments for notebook accessories and documents . front compartment for accessories . mega features executive features $ 14 . 65 ref : 433723 fits oversized notebooks up to 17 "" x 13 "" x 2 . 5 "" . durable soft - side canvas casing . multiple compartments for notebook accessories and documents . front and interior accessory compartment . mid computer compartment rear slot pocket . $ 22 . 85 ref : 421454 soft sided , high quality coskin casing . front compartment for accessories . protects notebooks up to 16 . 5 "" x 11 "" . mid compartment for documents . side compartment for laptop computer . rear compartment for documents . adjustable shoulder strap . city bag features sling bag features $ 15 . 35 ref : 419987 high quality sturdy canvas soft side , durable casing . front compartment for accessories . large mid compartment for documents laptop computer . extra compartments for accessories inside bag . protects notebooks up to 10 . 5 "" x 10 . 25 "" . $ 19 . 35 ref : 433549 durable soft - side canvas casing . single padded strap design for comfort and security . front compartments for accessories . mid compartment for notebook computer and documents . rear computer compartment for notebook up to 15 "" x 12 "" . convenient cell phone pocket . traveler features aluminium briefcase features $ 29 . 90 ref : 431613 front - load computer and accessory compartments . extra large luggage area is perfect for overnight trips . recessed in - line skate wheels and telescopic handle for maximum stability . dual zippers allow all compartments to be locked . high - quality sturdy coskin casing . matte silver detailing . meets carry - on guidelines for most major airlines $ 48 . 50 ref : 431705 aluminum pressed pc carryingcase in silver color . functional pocket to hold document , disk , cd , mobile and pen . pu protective lining with lpc divider . protects notebooks up to 15 "" x 11 "" x 3 . 3 "" . cameras , pdas , etccarrying case features "" photo bug "" camera bag features $ 5 . 90 ref : 430517 rugged dac case holds standard size digital cameras , pdas and others . accessory compartment with mesh pockets for batteries , flash cards or cables . detachable shoulder strap converts to belt pack . hook and loop closure provides easy access to contents of case . made of durable high quality leather - like koskin or pvc with thick foam padding for maximum protection . $ 9 . 35 ref : 434102 soft rugged canvas casing . 2 adjustable main compartment dividers . 3 accessories pockets . heavy - duty zippers . dual adjustable tie - down clasps . detachable shoulder strap . interior dimensions : 5 . 5 "" x 3 "" x 4 . 25 "" . side accessory pockets : 3 "" x 3 "" x 1 "" . front accessory pocket : 5 . 25 x 3 . 5 x 1 . 5 . visit : http : / www . computron - me . com for deals ! your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . only limited quantities available on selected specials ! ! ! ! for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 6 , just follow this link : click the link , or copy and paste the address into your browser .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"you can stay rock hard , longer ( please wait for above image to load ) don ' t overpay for the same results ! limited time only - we ' ll double your order for free . click here for more details !",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"mobile charset = us - ascii "" > please note that we experienced a technical fault with our email server and have not received your emails since 22 nd july till lst august . please resend all your emails , sent during the dates mentioned . sorry for the inconvenience . management computron . bluetooth $ 38 . 50 $ 59 . 00 bluetoothheadset bluetooth landline ( desktop ) telephony connect this blue tooth headset and enjoy wireless mobility with bluetooth technology . it features bluetooth vl . 1 compliant , 2 . 5 hours of talk time , 240 hours standby , and fits comfortably on either side of your ear . simply pair the headset with the phone or mobile , add it to the pairing list in the phone , and you ' re ready to answer or make a call . get hands - free control without the hassle of cords . use your bluetooth wireless headset with any land line ( desktop ) phone ! this bluetooth telephony base is bluetooth specification vl . 1 compliant and has an operating range of up to 10 meters ( 32 . 80 feet ) . it features one voice channel and has security features that provide authorization and authentication . to use this device with any bluetooth wireless headset , simply set it and your headset in pairing mode and you ' re ready to answer or make a call . get yours today from computron ! visit : http : / / www . computron - me . com for deals ! your one stop / office # td 01 , jebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 6 , just follow this link : click the link , or copy and paste the address into your browser .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"( tigow ) portable computer sell - out due to misordering by our client ( utaby ) e 65 cftp 9 kv 4 toclcuytmuceuro 499 for a leading brand new laptop , all costs ( transport and vat ) included . offer only valid within the european union and as long as stock lasts - see below . you must respond earliest possible . through a special arrangement , avtech direct are offering a limited allotment of brand new , top of - the - line , name - brand laptop computers at 50 % off recommended retail price . the computers were bought by our multinational client who unfortunately for them and fortunately for you ordered these computers surplus to requirement . all laptop computers are brand - new packed in their original boxes , and come with a full manufacturer ' s warranty plus a 100 % satisfaction guarantee . they were made to order by acer , a leading computer manufacturer and carry manufacturers warranty ( 1 year ) these professional grade laptop are fully equipped with 2004 next generation technology , making these the best performing computers money can buy . avtech direct is offering these feature rich , top performing laptops with the latest intel technology at an amazing price of only 499 euros . only faxed in orders will be accepted , and go in strict order of receipt . the fast and powerful at - 2400 series laptop features : intel 2 . 2 ghz processor for amazing speed and performancel 28 mb ddr ram , upgradeable to 102420 gb udma hard drive , upgradeable to 80 gb 52 x cd - rom drive , upgradeable to dvd / cdrwl . 44 floppy disk drivenext generation technologyati premium video and soundfull connectivity with fax modem / lan / iee 1394 / usb 2 . 0 soft touch keyboard and scroll mouseinternet and network readywindows xp home editionl year parts and labor warranty with priority customer service and tech supporthow to qualify : you must fax in earliest possible to our order hotline 00 44 870 134 3520 all laptop computers will be available on a first come first serve basis . any upgrade must be done by you since we sell as isif your card details are erroneous , that is your risk , not ours . you can only order one computer per credit card , and shipments are only to the address your credit card company has . you are not obligated in any way . 100 % satisfaction guaranteed . if you do not hear from us confirming the order it means that unfortunately we have already sold out . fax order form for one laptop computer as per the above specifications : keyboard : english ( uk ) / german / french / spanish / english ( us ) - please specifyplease write legibly and in capital letters ! ! ! ! ! ! ! ! ! ! ! we only charge upon shipment , which is when we advise you immediately . your name on the card : full address : postal code : credit card company : telephone and / or fax number : email : card number : valid till : 3 number security code at the back of the card : signature : 53 avvxkeuojzcp 2 cznxdt",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"urgent news alert ! ( otcbb : gspm ) gold is hot ! stock profile company name golden spirit minerals ltd stock symbol otcbb : gspm current price $ 0 . 044 shares outstanding 40 . 7 million approx . float 29 . 2 million gspm highlights corporate profile press release important disclaimer and information : verify all claims and do your own due diligence . stocks to play ( s 2 p ) profiles are not a solicitation or recommendation to buy , sell or hold securities . s 2 p is not offering securities for sale . all statements and expressions are the sole opinion of s 2 p and are subject to change without notice . the companies that are discussed in this opinion have not approved the statements made in this opinion . this release may contain statements that constitute forward - looking statements within the meaning of section 27 a of the securities act of 1933 , as amended , and section 21 e the securities exchange act of 1934 , as amended . the words "" may "" "" would , "" "" will , "" "" expect , "" "" estimate , "" "" anticipate , "" "" believe , "" "" intend , "" and similar expressions and variations thereof are intended to identify forward - looking statements . investors are cautioned that any such forward - looking statements are not guarantees of future performance and involve risks and uncertainties , many of which are beyond the company ' s ability to control , and that actual results may differ materially from those projected in the forward - looking statements as a result of various factors . this profile is not without bias , and is a paid advertisement . s 2 p is not liable for any investment decisions by its readers or subscribers . s 2 p is not a registered broker dealer or investment advisor . it is strongly recommended that any purchase or sale decision be discussed with a financial adviser , or a broker - dealer , or a member of any financial regulatory bodies . the information contained in s 2 p profiles is provided as an information only service . the accuracy or completeness of the information is not guaranteed and is only as reliable as the sources from which it was obtained . investing in micro cap stocks is extremely risky and , investors are cautioned that they may lose all or a portion of their investment if they make a purchase in gspm . s 2 p has been compensated two million free trading shares of gspm by a third party non - affiliate ( charlton investments ltd ) . the reader should verify all claims and do their own due diligence before investing in any securities mentioned . investing in securities is speculative and carries a high degree of risk . we encourage our readers to invest carefully and read the investor information available at the web sites of the securities and exchange commission ( "" sec "" ) at http : / / www . sec . gov and / or the national association of securities dealers ( "" nasd "" ) at http : / / www . nasd . com . we also strongly recommend that you read the sec advisory to investors concerning internet stock fraud , which can be found at http : / / www . sec . gov / consumer / cyberfr . htm . readers can review all public filings by companies at the sec ' s edgar page . the nasd has published information on how to invest carefully at its web site . s 2 p intends to sell all or a portion of the gspm stock at or about the time of publication of this report . subsequently s 2 p may buy or sell shares of gspm stock in the open market . since s 2 p has been compensated there is an inherent conflict of interest . this message was sent to address paliourg @ iit . demokritos . gr to stop receiving emails from this recurring list , send a blank email to unsub - xceescerwmikb @ stocksnut . comorsend a mail with your email address to now technologies , 2234 north federal highway suite 481 , boca raton , florida 33431",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
