Class,Message
Scam,"Warning: Your income tax filing has an error resulting in Rs.7,000 penalty. Pay immediately: http://secure-verify.co/e2dde9"
Scam,Your netflix subscription payment failed. Update your card details immediately: http://account-alert.net/ji04dh
Scam,"Government tax refund of Rs.6,899 pending. Click http://cutt.ly/hih0h1 to claim before deadline."
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://secure-verify.co/3fcgkb
Scam,"Your Amazon Logistics package with tracking ref HT1S5NSR3U is stuck at customs. Pay Rs.2,699 to release: http://bit.ly/h799fa"
Scam,FINAL NOTICE: Your Canara Bank debit card will expire today. Update details: http://account-alert.net/33iikk
Scam,"URGENT: Suspicious transaction of Rs.2,650 detected on your account. Verify or lose access: http://bit.ly/6584kg"
Scam,"Dear user, we detected unusual activity on your Axis Bank card. Verify now or it will be suspended: http://secure-verify.co/7gh82i"
Scam,"Dear user, we detected unusual activity on your IDBI Bank card. Verify now or it will be suspended: http://cutt.ly/ed75ie"
Scam,You've been selected for a free iPhone! Claim your prize now: http://account-alert.net/e2g1d9
Scam,"Your DHL package with tracking ref DGNA5ONM5M is stuck at customs. Pay Rs.5,099 to release: http://secure-verify.co/2ii4a8"
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://cutt.ly/bie7gk
Scam,"Dear user, we detected unusual activity on your ICICI Bank card. Verify now or it will be suspended: http://secure-verify.co/ha7gbf"
Scam,"You have received a WhatsApp gift voucher worth Rs.7,000. Redeem before it expires: http://rebrand.ly/k2hi90"
Scam,"Work from home and earn Rs.4,499 daily! No investment needed. Join now: http://secure-verify.co/53kj75"
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.5,050. Pay now: http://cutt.ly/8ea0kf"
Scam,"Hello, this is Citibank security team. Your card has been used for a Rs.7,250 purchase. Call back to cancel."
Scam,"Work from home and earn Rs.6,300 daily! No investment needed. Join now: http://short.link/jkdk36"
Scam,"You have been chosen for a cash reward of Rs.1,699. Claim before it expires: http://rebrand.ly/jeebbf"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://tinyurl.com/6gf15a
Scam,Your number has been randomly selected to receive a free vacation package worth Rs.299. Reply YES.
Scam,"Work from home and earn Rs.4,150 daily! No investment needed. Join now: http://bit.ly/7kc847"
Scam,"Your Bluedart package with tracking ref YPFP3FYYO6 is stuck at customs. Pay Rs.2,900 to release: http://account-alert.net/43bca2"
Scam,"Job offer: Earn Rs.1,150 per day doing simple online tasks. Registration fee required: http://short.link/41ce49"
Scam,"Your electricity board refund of Rs.7,800 is ready. Share your bank OTP to receive it."
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://rebrand.ly/999fe2
Scam,Your netflix subscription payment failed. Update your card details immediately: http://bit.ly/7bgbek
Scam,Your netflix subscription payment failed. Update your card details immediately: http://cutt.ly/f1g7a3
Scam,Your HDFC Bank net banking has been locked. Click http://short.link/03ba6d immediately to unlock your account.
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.5,099. Reply YES."
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://rebrand.ly/9dhg89
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.5,650."
Scam,"Dear customer, your account has suspicious activity. Click http://bit.ly/kh9bcc to secure it now."
Scam,URGENT: Your Citibank account will be blocked. Verify your KYC immediately at http://tinyurl.com/j03967
Scam,"Job offer: Earn Rs.3,499 per day doing simple online tasks. Registration fee required: http://tinyurl.com/a50dj2"
Scam,"Your Citibank rewards points worth Rs.7,999 are expiring today! Redeem now: http://rebrand.ly/k4j1k9"
Scam,"Work from home and earn Rs.3,200 daily! No investment needed. Join now: http://bit.ly/a1bdd9"
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.1,550. Reply YES."
Scam,You've qualified for a pre-approved loan of Rs.700. No documents required. http://cutt.ly/i83969
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://bit.ly/12k4kh
Scam,"You have been chosen for a cash reward of Rs.5,999. Claim before it expires: http://cutt.ly/6h0b58"
Scam,"Your OTP is 1691. Do not share with anyone. If you did not request this, click http://rebrand.ly/58cjkj"
Scam,Your Yes Bank net banking has been locked. Click http://rebrand.ly/d5gijj immediately to unlock your account.
Scam,"Dear user, we detected unusual activity on your Bank of America card. Verify now or it will be suspended: http://tinyurl.com/e4ff7j"
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://tinyurl.com/h285e7"
Scam,"You've qualified for a pre-approved loan of Rs.3,699. No documents required. http://cutt.ly/f3505k"
Scam,"Job offer: Earn Rs.9,299 per day doing simple online tasks. Registration fee required: http://cutt.ly/93d35a"
Scam,Your number has been randomly selected to receive a free vacation package worth Rs.300. Reply YES.
Scam,"Hello, this is Axis Bank security team. Your card has been used for a Rs.1,250 purchase. Call back to cancel."
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.5,350 fee here: http://short.link/4d3g03"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://account-alert.net/35a4i5
Scam,"You are pre-selected for a Rs.1,099 personal loan at 0% interest. Apply now: http://cutt.ly/3kk320"
Scam,"Work from home and earn Rs.6,550 daily! No investment needed. Join now: http://rebrand.ly/8h4d1f"
Scam,"Government tax refund of Rs.7,500 pending. Click http://cutt.ly/5976fk to claim before deadline."
Scam,You've been selected for a free iPhone! Claim your prize now: http://rebrand.ly/1dj9c7
Scam,"Congratulations! You have won Rs.150,000 in the lucky draw. Claim now at http://secure-verify.co/j443c4"
Scam,"Your electricity board refund of Rs.5,250 is ready. Share your bank OTP to receive it."
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://secure-verify.co/82h78d
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.8,999. Pay now: http://tinyurl.com/ii2188"
Scam,"Your electricity meter shows irregular usage. Pay Rs.3,350 fine now to avoid disconnection: http://account-alert.net/a398f0"
Scam,Your credit score has dropped. Click http://secure-verify.co/838648 to fix it instantly and unlock a free loan offer.
Scam,FINAL NOTICE: Your HDFC Bank debit card will expire today. Update details: http://cutt.ly/64e5bd
Scam,"You have been chosen for a cash reward of Rs.1,350. Claim before it expires: http://bit.ly/606107"
Scam,FINAL NOTICE: Your HDFC Bank debit card will expire today. Update details: http://bit.ly/83cj70
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://secure-verify.co/76ai9a
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://rebrand.ly/ab8kgj"
Scam,Your Yes Bank net banking has been locked. Click http://tinyurl.com/jg00b0 immediately to unlock your account.
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.1,099. Verify identity: http://account-alert.net/b2005j"
Scam,"Your OTP is 4150. Do not share with anyone. If you did not request this, click http://cutt.ly/0i4jeg"
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.4,199. Verify identity: http://tinyurl.com/4e7bk6"
Scam,"Congratulations! You have won Rs.9,199,000 in the lucky draw. Claim now at http://cutt.ly/d0bcgk"
Scam,"You've qualified for a pre-approved loan of Rs.8,550. No documents required. http://rebrand.ly/ke114h"
Scam,Your credit score has dropped. Click http://bit.ly/2fi803 to fix it instantly and unlock a free loan offer.
Scam,Your credit score has dropped. Click http://account-alert.net/6a7217 to fix it instantly and unlock a free loan offer.
Scam,"Dear user, we detected unusual activity on your IDBI Bank card. Verify now or it will be suspended: http://bit.ly/9i46ha"
Scam,"Job offer: Earn Rs.7,500 per day doing simple online tasks. Registration fee required: http://cutt.ly/771k78"
Scam,"Congratulations! You have won Rs.6,299,000 in the lucky draw. Claim now at http://secure-verify.co/k419bf"
Scam,"Your electricity board refund of Rs.4,700 is ready. Share your bank OTP to receive it."
Scam,"Government tax refund of Rs.5,599 pending. Click http://account-alert.net/9i1kkg to claim before deadline."
Scam,"Work from home and earn Rs.2,999 daily! No investment needed. Join now: http://rebrand.ly/6ge707"
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://short.link/7d4aeb
Scam,"Congratulations! You have won Rs.1,999,000 in the lucky draw. Claim now at http://tinyurl.com/6ffe3k"
Scam,"You've qualified for a pre-approved loan of Rs.5,300. No documents required. http://secure-verify.co/daac1j"
Scam,You've been selected for a free iPhone! Claim your prize now: http://rebrand.ly/0j28b4
Scam,"URGENT: Suspicious transaction of Rs.1,500 detected on your account. Verify or lose access: http://tinyurl.com/90306j"
Scam,"You have received a WhatsApp gift voucher worth Rs.2,050. Redeem before it expires: http://account-alert.net/682hjj"
Scam,"Your electricity meter shows irregular usage. Pay Rs.2,650 fine now to avoid disconnection: http://rebrand.ly/kkehib"
Scam,Your netflix subscription payment failed. Update your card details immediately: http://short.link/80k7ai
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://account-alert.net/87e9a2
Scam,"You've qualified for a pre-approved loan of Rs.3,950. No documents required. http://short.link/9gg3a9"
Scam,"Your electricity meter shows irregular usage. Pay Rs.5,350 fine now to avoid disconnection: http://short.link/0ckcc5"
Scam,"You have been chosen for a cash reward of Rs.3,950. Claim before it expires: http://rebrand.ly/89c2kb"
Scam,"Dear user, we detected unusual activity on your Chase card. Verify now or it will be suspended: http://short.link/i3g9kh"
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://cutt.ly/18c528
Scam,"URGENT: Suspicious transaction of Rs.6,600 detected on your account. Verify or lose access: http://bit.ly/k56id0"
Scam,"You have received a WhatsApp gift voucher worth Rs.6,399. Redeem before it expires: http://short.link/bgg2k9"
Scam,"Warning: Your income tax filing has an error resulting in Rs.3,899 penalty. Pay immediately: http://account-alert.net/hajh4g"
Scam,"Your India Post package with tracking ref 70YXB5TQM2 is stuck at customs. Pay Rs.9,250 to release: http://secure-verify.co/7h778c"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://short.link/iag14h"
Scam,"Your FedEx package with tracking ref W4LOJA8O3A is stuck at customs. Pay Rs.6,799 to release: http://cutt.ly/fb5i0c"
Scam,"Your electricity meter shows irregular usage. Pay Rs.5,200 fine now to avoid disconnection: http://tinyurl.com/bedhba"
Scam,Your Axis Bank net banking has been locked. Click http://bit.ly/aah4k7 immediately to unlock your account.
Scam,"You have received a WhatsApp gift voucher worth Rs.2,900. Redeem before it expires: http://secure-verify.co/ga0i66"
Scam,"Act now! Limited slots for guaranteed Rs.5,500 monthly income working from home. http://cutt.ly/dfch6k"
Scam,"You've qualified for a pre-approved loan of Rs.9,399. No documents required. http://secure-verify.co/ge7d9e"
Scam,Your parcel is on hold due to unpaid customs fee of Rs.799. Pay now: http://tinyurl.com/gie4f5
Scam,Your credit score has dropped. Click http://tinyurl.com/kgckj9 to fix it instantly and unlock a free loan offer.
Scam,"URGENT: Suspicious transaction of Rs.3,100 detected on your account. Verify or lose access: http://secure-verify.co/1fk054"
Scam,Your credit score has dropped. Click http://account-alert.net/76ek2a to fix it instantly and unlock a free loan offer.
Scam,"Act now! Limited slots for guaranteed Rs.8,899 monthly income working from home. http://account-alert.net/ihage8"
Scam,Your netflix subscription payment failed. Update your card details immediately: http://cutt.ly/ae60ak
Scam,"Dear customer, your account has suspicious activity. Click http://bit.ly/23akb7 to secure it now."
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://secure-verify.co/3g61g0"
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://short.link/8439jc
Scam,"Dear user, we detected unusual activity on your HSBC card. Verify now or it will be suspended: http://short.link/kdj25a"
Scam,"You have been chosen for a cash reward of Rs.5,400. Claim before it expires: http://tinyurl.com/hgjefg"
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.2,900. Verify identity: http://secure-verify.co/ijg50j"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://secure-verify.co/8dc2fj
Scam,"Your electricity meter shows irregular usage. Pay Rs.7,950 fine now to avoid disconnection: http://account-alert.net/0ea14i"
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.5,500. Reply YES."
Scam,"Your OTP is 1090. Do not share with anyone. If you did not request this, click http://short.link/2ch9a5"
Scam,"Your Bank of America rewards points worth Rs.2,100 are expiring today! Redeem now: http://rebrand.ly/j7e5hc"
Scam,"Dear user, we detected unusual activity on your Bank of America card. Verify now or it will be suspended: http://bit.ly/3g286j"
Scam,"Your Citibank rewards points worth Rs.6,299 are expiring today! Redeem now: http://short.link/1ica10"
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://account-alert.net/9abfka
Scam,"You are pre-selected for a Rs.9,250 personal loan at 0% interest. Apply now: http://tinyurl.com/f1fi90"
Scam,Your credit score has dropped. Click http://tinyurl.com/4d5kch to fix it instantly and unlock a free loan offer.
Scam,"Your India Post package with tracking ref Q7A7OODI0Y is stuck at customs. Pay Rs.7,750 to release: http://bit.ly/a247h7"
Scam,"Work from home and earn Rs.1,500 daily! No investment needed. Join now: http://tinyurl.com/819khk"
Scam,"URGENT: Suspicious transaction of Rs.9,199 detected on your account. Verify or lose access: http://short.link/d54908"
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://short.link/5d6gh9
Scam,Your Amazon Logistics package with tracking ref MCOKL1QFUX is stuck at customs. Pay Rs.250 to release: http://tinyurl.com/gbh09i
Scam,Your netflix subscription payment failed. Update your card details immediately: http://bit.ly/4aa419
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.8,450. Reply YES."
Scam,Your netflix subscription payment failed. Update your card details immediately: http://secure-verify.co/82e2cd
Scam,"Your electricity board refund of Rs.2,550 is ready. Share your bank OTP to receive it."
Scam,"Your India Post package with tracking ref NOP60VBFM0 is stuck at customs. Pay Rs.5,450 to release: http://account-alert.net/42e6i0"
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.5,750. Pay now: http://tinyurl.com/3hd482"
Scam,Your credit score has dropped. Click http://secure-verify.co/h3i715 to fix it instantly and unlock a free loan offer.
Scam,You are pre-selected for a Rs.750 personal loan at 0% interest. Apply now: http://rebrand.ly/846g0d
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.5,850. Verify identity: http://bit.ly/h4cefh"
Scam,"Work from home and earn Rs.8,500 daily! No investment needed. Join now: http://tinyurl.com/6285c6"
Scam,"Warning: Your income tax filing has an error resulting in Rs.5,450 penalty. Pay immediately: http://rebrand.ly/5443k1"
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.5,350 fee here: http://rebrand.ly/6g464d"
Scam,"You've qualified for a pre-approved loan of Rs.8,450. No documents required. http://secure-verify.co/b971jg"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://secure-verify.co/h9g6b4"
Scam,URGENT: Your Citibank account will be blocked. Verify your KYC immediately at http://secure-verify.co/da2gh8
Scam,"Act now! Limited slots for guaranteed Rs.7,999 monthly income working from home. http://tinyurl.com/edj7e6"
Scam,"Your electricity board refund of Rs.2,900 is ready. Share your bank OTP to receive it."
Scam,You have won a brand new car in our anniversary lucky draw! Contact us with your details now.
Scam,"Act now! Limited slots for guaranteed Rs.5,600 monthly income working from home. http://tinyurl.com/ae2ha7"
Scam,"Your electricity meter shows irregular usage. Pay Rs.4,150 fine now to avoid disconnection: http://rebrand.ly/b22bkf"
Scam,"Dear customer, your account has suspicious activity. Click http://cutt.ly/0ciecg to secure it now."
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://rebrand.ly/8a6jgg"
Scam,"Work from home and earn Rs.8,200 daily! No investment needed. Join now: http://cutt.ly/6463hi"
Scam,"Dear customer, your account has suspicious activity. Click http://cutt.ly/a234ag to secure it now."
Scam,"You've qualified for a pre-approved loan of Rs.8,750. No documents required. http://account-alert.net/e9fe81"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://tinyurl.com/1ek3bc"
Scam,"Job offer: Earn Rs.1,599 per day doing simple online tasks. Registration fee required: http://account-alert.net/9hedei"
Scam,Your netflix subscription payment failed. Update your card details immediately: http://short.link/0a84k7
Scam,"Congratulations! You have won Rs.8,100,000 in the lucky draw. Claim now at http://cutt.ly/fbj16a"
Scam,Warning: Your income tax filing has an error resulting in Rs.399 penalty. Pay immediately: http://bit.ly/3k95df
Scam,You've been selected for a free iPhone! Claim your prize now: http://tinyurl.com/i1bka2
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.1,199 fee here: http://account-alert.net/ke6ccf"
Scam,Your Chase net banking has been locked. Click http://short.link/ff5hg0 immediately to unlock your account.
Scam,"Job offer: Earn Rs.3,899 per day doing simple online tasks. Registration fee required: http://bit.ly/j554ch"
Scam,"Act now! Limited slots for guaranteed Rs.7,350 monthly income working from home. http://rebrand.ly/20327h"
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.2,650. Reply YES."
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://account-alert.net/47k5ej
Scam,"You are pre-selected for a Rs.4,950 personal loan at 0% interest. Apply now: http://rebrand.ly/bkg891"
Scam,URGENT: Suspicious transaction of Rs.699 detected on your account. Verify or lose access: http://account-alert.net/8bfaff
Scam,URGENT: Your Yes Bank account will be blocked. Verify your KYC immediately at http://tinyurl.com/df3cc7
Scam,"Warning: Your income tax filing has an error resulting in Rs.3,899 penalty. Pay immediately: http://short.link/65ak8c"
Scam,Your Aadhaar card is linked to a fraudulent transaction of Rs.900. Verify identity: http://bit.ly/ga6ebb
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://account-alert.net/31cb3g
Scam,"Job offer: Earn Rs.2,250 per day doing simple online tasks. Registration fee required: http://tinyurl.com/7ed9ei"
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.3,700."
Scam,"Job offer: Earn Rs.2,400 per day doing simple online tasks. Registration fee required: http://tinyurl.com/e8he5h"
Scam,"You've qualified for a pre-approved loan of Rs.3,099. No documents required. http://cutt.ly/g0c0ba"
Scam,"You have been chosen for a cash reward of Rs.2,199. Claim before it expires: http://cutt.ly/76hck8"
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.9,250. Reply YES."
Scam,"You've qualified for a pre-approved loan of Rs.7,200. No documents required. http://secure-verify.co/537b1i"
Scam,"Your electricity meter shows irregular usage. Pay Rs.5,199 fine now to avoid disconnection: http://cutt.ly/02d716"
Scam,"Job offer: Earn Rs.5,950 per day doing simple online tasks. Registration fee required: http://short.link/a1hd0k"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://bit.ly/k1ebj3
Scam,"URGENT: Suspicious transaction of Rs.4,499 detected on your account. Verify or lose access: http://cutt.ly/9fc1fc"
Scam,"Your electricity board refund of Rs.3,300 is ready. Share your bank OTP to receive it."
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.5,199 fee here: http://bit.ly/b1hbka"
Scam,"Work from home and earn Rs.5,399 daily! No investment needed. Join now: http://rebrand.ly/c9a5h9"
Scam,"Your electricity meter shows irregular usage. Pay Rs.7,500 fine now to avoid disconnection: http://cutt.ly/965j2j"
Scam,FINAL NOTICE: Your ICICI Bank debit card will expire today. Update details: http://cutt.ly/9kb4d0
Scam,"Your Canara Bank rewards points worth Rs.2,699 are expiring today! Redeem now: http://short.link/fd716i"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://account-alert.net/08ii2j"
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.8,600 fee here: http://cutt.ly/5d8gbd"
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://rebrand.ly/192cj8"
Scam,"Act now! Limited slots for guaranteed Rs.9,000 monthly income working from home. http://tinyurl.com/b9iae0"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://secure-verify.co/4a3710
Scam,"Hello, this is HDFC Bank security team. Your card has been used for a Rs.899 purchase. Call back to cancel."
Scam,"Your electricity meter shows irregular usage. Pay Rs.2,200 fine now to avoid disconnection: http://account-alert.net/c0d6k6"
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.2,300. Reply YES."
Scam,"CONGRATULATIONS! Your mobile number won $50,000 in the international sweepstakes. Reply to claim."
Scam,"Dear user, we detected unusual activity on your Kotak Mahindra card. Verify now or it will be suspended: http://account-alert.net/c5637f"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://cutt.ly/20jc72"
Scam,"URGENT: Suspicious transaction of Rs.7,400 detected on your account. Verify or lose access: http://cutt.ly/a76h93"
Scam,"Your Canara Bank rewards points worth Rs.2,499 are expiring today! Redeem now: http://bit.ly/6dc3cb"
Scam,URGENT: Your PNB account will be blocked. Verify your KYC immediately at http://bit.ly/j7f07g
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://tinyurl.com/8f1kf0"
Scam,"You are pre-selected for a Rs.1,799 personal loan at 0% interest. Apply now: http://bit.ly/b8df2e"
Scam,"Job offer: Earn Rs.3,499 per day doing simple online tasks. Registration fee required: http://tinyurl.com/h56kg7"
Scam,"Act now! Limited slots for guaranteed Rs.6,499 monthly income working from home. http://short.link/h8a315"
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.5,800. Verify identity: http://tinyurl.com/78hk39"
Scam,"Hello, this is PNB security team. Your card has been used for a Rs.6,899 purchase. Call back to cancel."
Scam,"You have been chosen for a cash reward of Rs.5,099. Claim before it expires: http://bit.ly/ea772e"
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.5,199. Verify identity: http://cutt.ly/104d49"
Scam,"Dear customer, your account has suspicious activity. Click http://tinyurl.com/hhj509 to secure it now."
Scam,Your electricity meter shows irregular usage. Pay Rs.699 fine now to avoid disconnection: http://account-alert.net/d4b015
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://cutt.ly/cfii0f
Scam,Your netflix subscription payment failed. Update your card details immediately: http://tinyurl.com/jfda0h
Scam,"You've qualified for a pre-approved loan of Rs.4,000. No documents required. http://cutt.ly/3b9dac"
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.5,599 fee here: http://short.link/g0e1d8"
Scam,"URGENT: Suspicious transaction of Rs.1,699 detected on your account. Verify or lose access: http://tinyurl.com/i83819"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://cutt.ly/hj5896
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://bit.ly/b713e6
Scam,FINAL NOTICE: Your IDBI Bank debit card will expire today. Update details: http://cutt.ly/gkjjc8
Scam,"Government tax refund of Rs.2,500 pending. Click http://bit.ly/d1gh6e to claim before deadline."
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.6,899."
Scam,You are the lucky winner of our lottery! Send your bank details to claim Rs.499.
Scam,"You have been chosen for a cash reward of Rs.3,050. Claim before it expires: http://cutt.ly/hd8949"
Scam,"Work from home and earn Rs.8,499 daily! No investment needed. Join now: http://bit.ly/03ka0k"
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://cutt.ly/kb88j6"
Scam,"You have been chosen for a cash reward of Rs.1,499. Claim before it expires: http://cutt.ly/345bgf"
Scam,"You've qualified for a pre-approved loan of Rs.1,799. No documents required. http://cutt.ly/fi9688"
Scam,"Your electricity board refund of Rs.2,100 is ready. Share your bank OTP to receive it."
Scam,Your netflix subscription payment failed. Update your card details immediately: http://cutt.ly/hk20d8
Scam,"Congratulations! You have won Rs.3,550,000 in the lucky draw. Claim now at http://cutt.ly/hbgd2f"
Scam,"You've qualified for a pre-approved loan of Rs.1,850. No documents required. http://secure-verify.co/0baje5"
Scam,You've qualified for a pre-approved loan of Rs.700. No documents required. http://rebrand.ly/029h8j
Scam,You've been selected for a free iPhone! Claim your prize now: http://rebrand.ly/49a007
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.8,750 fee here: http://bit.ly/74f7ae"
Scam,"Work from home and earn Rs.5,550 daily! No investment needed. Join now: http://cutt.ly/2h7641"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://rebrand.ly/fh23fc"
Scam,"Act now! Limited slots for guaranteed Rs.2,800 monthly income working from home. http://tinyurl.com/d62ik9"
Scam,"Work from home and earn Rs.1,499 daily! No investment needed. Join now: http://cutt.ly/i30f11"
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://secure-verify.co/g9hcg4
Scam,"Congratulations! You have won Rs.7,100,000 in the lucky draw. Claim now at http://secure-verify.co/6i295d"
Scam,"Your OTP is 4904. Do not share with anyone. If you did not request this, click http://short.link/9b11i3"
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.2,350 fee here: http://short.link/153eab"
Scam,FINAL NOTICE: Your PNB debit card will expire today. Update details: http://tinyurl.com/4kda69
Scam,"Dear user, we detected unusual activity on your Chase card. Verify now or it will be suspended: http://rebrand.ly/hff882"
Scam,"Hello, this is Chase security team. Your card has been used for a Rs.5,099 purchase. Call back to cancel."
Scam,"You have received a WhatsApp gift voucher worth Rs.5,099. Redeem before it expires: http://short.link/c3h0k7"
Scam,Warning: Your income tax filing has an error resulting in Rs.250 penalty. Pay immediately: http://short.link/06g6ef
Scam,"You have been chosen for a cash reward of Rs.6,950. Claim before it expires: http://rebrand.ly/815942"
Scam,"Work from home and earn Rs.5,400 daily! No investment needed. Join now: http://rebrand.ly/fj17eh"
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://secure-verify.co/ggijb7
Scam,"Your OTP is 8789. Do not share with anyone. If you did not request this, click http://bit.ly/j39b1a"
Scam,"Dear customer, your account has suspicious activity. Click http://account-alert.net/989cc5 to secure it now."
Scam,"Your USPS package with tracking ref BWHVLXYWER is stuck at customs. Pay Rs.2,700 to release: http://secure-verify.co/3j7b9g"
Scam,"Your OTP is 7534. Do not share with anyone. If you did not request this, click http://tinyurl.com/g2fi38"
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://cutt.ly/a69jk5
Scam,"Hello, this is HSBC security team. Your card has been used for a Rs.5,499 purchase. Call back to cancel."
Scam,FINAL NOTICE: Your Bank of America debit card will expire today. Update details: http://rebrand.ly/0gc74j
Scam,FINAL NOTICE: Your Canara Bank debit card will expire today. Update details: http://short.link/eckk5h
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.6,900. Pay now: http://short.link/bbi0dj"
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.4,150 fee here: http://bit.ly/21969c"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://secure-verify.co/5b0f27
Scam,Your netflix subscription payment failed. Update your card details immediately: http://bit.ly/20d85j
Scam,"Your OTP is 8561. Do not share with anyone. If you did not request this, click http://bit.ly/i8556i"
Scam,"Dear customer, your account has suspicious activity. Click http://bit.ly/9532k3 to secure it now."
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://secure-verify.co/bihh7b"
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.1,399. Verify identity: http://cutt.ly/2aif3b"
Scam,"Warning: Your income tax filing has an error resulting in Rs.4,599 penalty. Pay immediately: http://tinyurl.com/ijhjfa"
Scam,"Your electricity board refund of Rs.2,300 is ready. Share your bank OTP to receive it."
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://bit.ly/gi6j4k
Scam,"Dear user, we detected unusual activity on your HSBC card. Verify now or it will be suspended: http://short.link/kkec91"
Scam,URGENT: Your ICICI Bank account will be blocked. Verify your KYC immediately at http://rebrand.ly/jd4707
Scam,"Hello, this is Canara Bank security team. Your card has been used for a Rs.5,200 purchase. Call back to cancel."
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.7,500. Pay now: http://rebrand.ly/6j690e"
Scam,URGENT: Your ICICI Bank account will be blocked. Verify your KYC immediately at http://short.link/9dec9g
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.2,400. Reply YES."
